,Belt1_length_deviation,Belt2_length_deviation,TD_length_deviation,IL_length_deviation,PLY1_length_deviation,PLY2_length_deviation,Belt1_width_deviation,Belt2_width_deviation,TD_width_deviation,1BPR_CYCLE_MAT_AT_FRONT,1BPR_CYCLE_TOTAL,2BPR_CYCLE_MAT_AT_FRONT,2BPR_CYCLE_TOTAL,BP1_TOTAL_SCRAP_CUTOUT,BP2_TOTAL_SCRAP_CUTOUT,BPPR_BP1_CYCLE_REST,BPPR_BP2_CYCLE_REST,BR1_LE_ANGLE_MEASURED,BR1_TE_ANGLE_MEASURED,BR2_LE_ANGLE_MEASURED,BR2_TE_ANGLE_MEASURED,BR2_WIDTH_MEASURED,BTPR_CYCLE_TIME_WAIT_CC,DR_SHAPE_PRESSURE_MAX,DR_STITCH_TD_PRESSURE_MAX,DR_TURNUP_PRESSURE_MAX,PR_CYCLE_TIME_1PAP,PR_CYCLE_TIME_PAAP,PR_CYCLE_TIME_STITCH_PA,ISDS_AMOUNT_SPLICES_BP1,ISDS_AMOUNT_SPLICES_BP2,PA_ANGLE_MEASURED,PA_WIDTH_MEASURED,PAPR_CYCLE_MAT_AT_FRONT,PAPR_CYCLE_TOTAL,TDPR_CYCLE_MAT_AT_FRONT,TDPR_CYCLE_TOTAL,BARCODE,FVCW,ONICITY,Upper,ower,tatic,gt_date,Non_Uniformity_Imbalance,Non_Uniformity_RFPP,timeperiod,Rejection_RFPP_Imbalance
31189,-2.05,1.58,-1.92,1.91,1.64,0,-0.21,0.93,-0.94,29.147,60.798,28.909,60.802,0,0,44.908,0,29.81,29.56,27.97,27.88,186.93,0,0.849817,1.116,0.662393,0,0,0,0,0,0,0,6.054,63.349,29.631,60.914,8309674331,6.04,-0.14,14.03,1.72,14.18,17-04-2022,0,0,Control 2,Not Rejected Tyre
31193,-3.06,-1.83,-1.53,1.68,-0.75,0,-1.26,-1.03,-0.66,31.158,62.604,30.575,62.594,0,0,46.827,0,29.47,29.46,27.97,27.74,184.97,0,0.849206,1.11661,0.664225,0,0,0,0,0,0,0,6.012,63.183,29.65,60.905,8309674254,6.84,0.28,7.64,33.65,39.85,17-04-2022,0,0,Control 2,Not Rejected Tyre
31195,-1.69,-0.89,-2.15,2.78,0.39,0,-0.06,1.32,-0.66,29.094,60.694,28.782,60.676,0,0,51.83,0,29.57,29.62,27.81,28.17,187.32,0,0.849817,1.11661,0.664225,0,0,0,0,0,0,0,6.002,62.526,36.179,67.456,8309674330,5.13,0,21.31,24.55,44.05,17-04-2022,0,0,Control 2,Not Rejected Tyre
31196,-1.19,0.29,-2.8,-0.02,-0.46,0,-0.21,-0.64,-1.74,8.481,39.977,8.212,40.008,0,0,44.672,0,29.57,29.63,27.8,27.53,185.36,0,0.85409,1.11661,0.663004,0,0,0,0,0,0,0,21.3,78.488,8.929,40.198,8309674317,4.06,-2.09,5.45,18.12,20.67,17-04-2022,0,0,Control 2,Not Rejected Tyre
31243,-3.42,-2.66,-2.45,2.79,1.28,0,0.57,0.18,-1.06,8.332,39.862,8.268,39.902,0,0,54.556,0,29.72,29.75,27.38,27.6,186.18,0,0.856532,1.11538,0.663004,0,0,0,0,0,0,0,6.006,60.254,79.928,111.199,8309674273,7.64,-0.05,17.95,30.47,47.73,17-04-2022,0,0,Control 2,Not Rejected Tyre
31198,-1.97,-2.94,-0.63,1.69,1.87,0,0.05,-0.7,-1.26,34.869,66.256,29.097,60.832,100,0,44.889,0,29.65,29.69,27.43,27.71,185.3,0,0.851038,1.11661,0.662393,0,0,0,0,0,0,0,6.018,64.732,29.569,60.88,8309674304,5.12,-0.12,14.37,27.34,39.62,17-04-2022,0,0,Control 2,Not Rejected Tyre
31203,-1.47,-2.62,-2.71,1.86,0.57,0,0,-1.03,-1.66,5.678,39.79166,55.082,86.859,0,0,44.981,0,29.56,29.61,27.55,27.62,184.97,0,0.849817,1.11538,0.661783,0,0,0,0,0,0,0,6.003,63.215,56.86,88.158,8309674316,7.03,-1.29,6.23,10.29,16.43,17-04-2022,0,0,Control 2,Not Rejected Tyre
31204,-1.47,-2.62,-2.71,1.86,0.57,0,0,-1.03,-1.66,5.678,39.79166,55.082,86.859,0,0,44.981,0,29.56,29.61,27.55,27.62,184.97,0,0.849817,1.11538,0.661783,0,0,0,0,0,0,0,6.003,63.215,56.86,88.158,8309674316,7.03,-1.29,6.23,10.29,16.43,17-04-2022,0,0,Control 2,Not Rejected Tyre
31206,-3.14,-1.09,-1.63,2.75,3.21,0,-0.26,-0.04,-1.1,29.33,60.907,28.833,60.897,100,0,45.004,0,29.46,29.56,27.94,27.75,185.96,0,0.846764,1.116,0.662393,0,0,0,0,0,0,0,6.039,63.288,29.576,60.89,8309674332,4.11,1.24,2.78,8.59,11.25,17-04-2022,0,0,Control 2,Not Rejected Tyre
31208,-0.76,1.11,-2.85,0.8,0.52,0,-1.21,-1.03,-0.58,397.972,429.613,397.811,429.681,0,0,44.709,0,29.44,29.48,27.86,27.62,184.97,0,0.854701,1.116,0.667277,0,0,0,0,0,0,0,6.011,65.232,172.864,204.154,8309674250,4.41,1.49,11.72,10.83,2.04,17-04-2022,0,0,Control 2,Not Rejected Tyre
31210,-0.77,-0.58,-1.64,2.65,0.96,0,-0.79,0.4,0.51,40.547,72.057,40.044,72.097,0,0,44.754,0,29.52,29.25,27.74,27.76,186.4,0,0.848596,1.11783,0.662393,0,0,0,0,0,0,0,6.605,63.734,29.614,60.888,8309674069,6.17,-0.35,9.59,26.32,21.99,17-04-2022,0,0,Control 2,Not Rejected Tyre
31211,-1.03,-4.1,-1.05,1.72,-1.26,0,-1.48,-1.3,-0.16,29.288,60.691,28.84,60.703,0,0,44.755,0,29.47,29.22,27.73,27.56,184.7,0,0.854701,1.116,0.661783,0,0,0,0,0,0,0,6.023,63.21,29.579,60.822,8309649408,6.23,-1.57,17.55,24.02,33.12,17-04-2022,0,0,Control 2,Not Rejected Tyre
31212,-1.03,-4.1,-1.05,1.72,-1.26,0,-1.48,-1.3,-0.16,29.288,60.691,28.84,60.703,0,0,44.755,0,29.47,29.22,27.73,27.56,184.7,0,0.854701,1.116,0.661783,0,0,0,0,0,0,0,6.023,63.21,29.579,60.822,8309649408,6.23,-1.57,17.55,24.02,33.12,17-04-2022,0,0,Control 2,Not Rejected Tyre
31199,-1.97,-2.94,-0.63,1.69,1.87,0,0.05,-0.7,-1.26,34.869,66.256,29.097,60.832,100,0,44.889,0,29.65,29.69,27.43,27.71,185.3,0,0.851038,1.11661,0.662393,0,0,0,0,0,0,0,6.018,64.732,29.569,60.88,8309674304,5.12,-0.12,14.37,27.34,39.62,17-04-2022,0,0,Control 2,Not Rejected Tyre
31244,-4.01,-1.03,-2.9,2.67,0.25,0,-0.53,-0.1,-0.75,29.365,60.859,28.991,60.861,0,0,52.167,0,29.63,29.53,27.71,27.68,185.9,0,0.851648,1.11538,0.664225,0,0,0,0,0,0,0,6.667,60.98,36.893,68.176,8309674267,3.31,0.54,21.16,28.78,49.82,17-04-2022,0,0,Control 2,Not Rejected Tyre
31245,-2.9,-2.77,-3.92,1.85,-0.4,0,-0.73,-0.15,-0.62,29.292,60.724,28.335,60.69,0,0,44.776,0,29.6,29.84,27.86,27.38,185.85,0,0.848596,1.11111,0.661783,0,0,0,0,0,0,0,6.003,62.613,29.723,60.966,8309674268,5.92,-0.09,21.89,12.41,29.56,17-04-2022,0,0,Control 2,Not Rejected Tyre
31246,-1.18,-1.8,-3.11,2.35,1.11,0,-1.69,-1.68,-0.78,31.5,63.079,31.118,63.119,100,0,47.125,0,29.41,29.39,27.97,27.5,184.32,0,0.85409,1.11538,0.663004,0,0,0,0,0,0,0,6.012,63.299,31.593,62.872,8309674255,3.81,1.37,14.05,14.85,26.41,17-04-2022,0,0,Control 2,Not Rejected Tyre
31280,-0.9,-0.21,-3.53,-0.76,-0.12,0,-0.43,-0.64,-0.04,271.051,302.468,270.619,302.497,0,0,454.489,0,29.49,29.54,27.77,27.69,185.36,0,0.848596,1.116,0.666667,0,0,0,0,0,0,0,22.558,76.811,207.817,239.188,8309674188,6.43,-0.52,22.09,7.67,28.54,17-04-2022,0,0,Control 2,Not Rejected Tyre
31282,-1.59,-1.97,-2.5,0.54,1.47,0,-0.58,0.93,0.06,37.917,69.438,37.416,69.444,0,0,53.548,0,29.63,29.54,28.06,27.8,186.93,0,0.854701,1.11783,0.662393,0,0,0,0,0,0,0,6.539,60.82,29.436,60.773,8309674175,6.5,-0.52,3.95,16.65,16.36,17-04-2022,0,0,Control 2,Not Rejected Tyre
31288,-2.37,-1.87,-2.98,0.22,3.28,0,-1.79,-0.32,-0.68,33.306,64.737,32.809,64.737,100,0,403.878,0,29.42,29.42,27.77,27.43,185.68,0,0.85409,1.116,0.663004,0,0,0,0,0,0,0,12.746,67.051,49.572,80.894,8309674166,6.68,-0.77,13.11,13.06,10.13,17-04-2022,0,0,Control 2,Not Rejected Tyre
31291,-3.44,-3.99,-0.9,2.83,0.32,0,-1.21,1.92,-2.93,73.398,104.951,73.037,104.984,0,0,44.879,0,29.57,29.31,27.59,27.4,187.92,0,0.85409,1.11233,0.661783,0,0,0,0,0,0,0,6.032,64.487,5.026,214.716,8309674294,7.29,-0.96,8.8,33.07,40.4,17-04-2022,0,0,Control 2,Not Rejected Tyre
31294,-2.4,1.39,-3.96,0.32,1.81,0,-0.52,-0.04,-0.79,29.082,60.714,28.627,60.732,0,0,54.399,0,29.54,29.49,28.38,28.18,185.96,0,0.855922,1.11661,0.663004,0,0,0,0,0,0,0,6.748,60.956,39.2,70.509,8309674178,8.41,-1.71,8.21,7.51,12.17,17-04-2022,0,0,Control 2,Not Rejected Tyre
31295,-0.58,-1.89,-2.07,2.12,3.28,0,-1.95,-1.95,-0.63,38.263,69.964,38.282,69.98,0,0,40.396,0,29.59,29.25,27.29,27.5,184.05,0,0.85409,1.116,0.662393,0,0,0,0,0,0,0,6.027,63.202,29.649,60.96,8309674284,4.04,-0.44,21.6,16,13.72,17-04-2022,0,0,Control 2,Not Rejected Tyre
31298,-2.52,-0.63,-1.06,-0.09,0.98,0,-0.52,-0.37,-2.37,24.329,55.948,24.128,55.999,0,0,44.87,0,29.62,29.54,27.74,27.55,185.63,0,0.851648,1.116,0.663004,0,0,0,0,0,0,0,12.136,69.305,8.365,39.693,8309674221,8.18,-0.56,14.41,21.72,7.34,17-04-2022,0,0,Control 2,Not Rejected Tyre
31278,-4.61,-0.16,-1.23,1.36,0.47,0,0.16,-0.04,-0.56,29.123,60.922,29.972,61.974,0,0,31.063,0,29.63,29.48,27.71,27.49,185.96,0,0.851038,1.11538,0.664225,0,0,0,0,0,0,0,6.029,64.281,56.427,87.716,8309674305,8.14,0.11,7.49,9.78,7.24,17-04-2022,0,0,Control 2,Not Rejected Tyre
31302,-3.01,1.63,-0.82,1.1,0.24,0,0.26,-2.07,-1.26,150.6,182.12,0.416,182.143,0,0,241.566,0,29.66,29.57,28.06,27.39,183.93,0,0.849817,1.11538,0.663004,0,0,0,0,0,0,0,18.161,72.4,8.782,40.044,8309674310,8.88,-1.22,14.07,21.76,33.24,17-04-2022,0,0,Control 2,Not Rejected Tyre
31304,-2.78,-1.19,-1.21,0.3,-0.44,0,-0.05,-1.3,-1.28,9.786,41.409,59.608,91.524,0,0,44.72,0,29.54,29.57,27.85,27.65,184.7,0,0.848596,1.11538,0.663004,0,0,0,0,0,0,0,198.353,255.569,60.469,91.753,8309674309,5.24,-0.59,7.16,24.03,29.59,17-04-2022,0,0,Control 2,Not Rejected Tyre
31305,-2.78,-1.19,-1.21,0.3,-0.44,0,-0.05,-1.3,-1.28,9.786,41.409,59.608,91.524,0,0,44.72,0,29.54,29.57,27.85,27.65,184.7,0,0.848596,1.11538,0.663004,0,0,0,0,0,0,0,198.353,255.569,60.469,91.753,8309674309,5.24,-0.59,7.16,24.03,29.59,17-04-2022,0,0,Control 2,Not Rejected Tyre
31312,-2.05,-0.12,-3.22,1.84,-0.55,0,-0.22,-1.25,-1.94,42.627,74.257,42.41,74.291,0,0,45.06,0,29.63,29.56,27.78,27.65,184.75,0,0.851038,1.116,0.664225,0,0,0,0,0,0,0,6.043,62.065,42.948,74.247,8309674319,3.98,0.39,17.93,19.43,35.92,17-04-2022,0,0,Control 2,Not Rejected Tyre
31313,-1.76,-1.18,-2.97,2.19,0.69,0,-0.84,-0.7,-0.45,29.054,60.675,28.885,60.687,0,0,50.951,0,29.67,29.46,27.44,27.48,185.3,0,0.849817,1.116,0.663004,0,0,0,0,0,0,0,6.039,63.289,29.626,60.925,8309674289,7.38,-0.15,25.23,27.1,45.1,17-04-2022,0,0,Control 2,Not Rejected Tyre
31314,-1.12,-1.39,-2.82,3,1.91,0,-0.31,-2.6,0.14,23.864,55.338,23.524,55.372,0,0,44.906,0,29.47,29.52,27.64,27.48,183.4,0,0.849817,1.11661,0.664225,0,0,0,0,0,0,0,6.01,63.155,8.229,39.603,8309674306,4.11,-0.81,21.17,18.56,39.35,17-04-2022,0,0,Control 2,Not Rejected Tyre
31315,-2.18,-1.18,-1.11,2.3,1.29,0,-0.74,-1.8,-1.13,29.178,60.784,28.943,60.782,0,0,44.832,0,29.5,29.42,27.43,27.21,184.2,0,0.85409,1.11538,0.664225,0,0,0,0,0,0,0,5.995,63.179,29.659,60.884,8309674302,6.62,-0.34,8.21,21.76,29.98,17-04-2022,0,0,Control 2,Not Rejected Tyre
31316,-1.36,-2,-0.6,0.03,-1.63,0,-0.94,-0.43,-1.72,78.281,109.827,78.124,109.887,0,0,44.765,0,29.65,29.56,27.7,27.68,185.57,0,0.851648,1.11661,0.663004,0,0,0,0,0,0,0,66.472,349.541,62.427,93.65,8309674208,8.05,1.8,13.09,7.69,20.77,17-04-2022,0,0,Control 2,Not Rejected Tyre
31303,-3.01,1.63,-0.82,1.1,0.24,0,0.26,-2.07,-1.26,150.6,182.12,0.416,182.143,0,0,241.566,0,29.66,29.57,28.06,27.39,183.93,0,0.849817,1.11538,0.663004,0,0,0,0,0,0,0,18.161,72.4,8.782,40.044,8309674310,8.88,-1.22,14.07,21.76,33.24,17-04-2022,0,0,Control 2,Not Rejected Tyre
31319,-4.42,-1.34,-1.3,0.65,1.89,0,-0.11,-1.2,-1.93,23.842,55.374,24.427,56.265,0,0,145.348,0,29.57,29.46,27.59,27.52,184.8,0,0.851648,1.11538,0.663004,0,0,0,0,0,0,0,59.147,113.353,64.256,95.571,8309674313,6.64,1.52,1.69,5.77,4.21,17-04-2022,0,0,Control 2,Not Rejected Tyre
31276,-2.66,-3.14,-3.08,0.45,0.66,0,0.26,-0.59,-1.01,79.499,110.918,0.414,110.896,0,0,44.887,0,29.78,29.84,27.55,27.56,185.41,0,0.854701,1.11172,0.667277,0,0,0,0,0,0,0,65.095,119.586,29.767,61.002,8309674272,8.61,0.06,10.77,22.92,32.33,17-04-2022,0,0,Control 2,Not Rejected Tyre
31272,-1.13,1,-3.47,2.7,-1.09,0,-2,-0.54,-0.55,31.571,63.018,30.976,63.044,0,0,47.259,0,29.23,29.41,28,27.78,185.46,0,0.85409,1.11538,0.664225,0,0,0,0,0,0,0,6.01,63.318,31.835,63.12,8309674257,6.21,0.66,16.21,18.35,32.1,17-04-2022,0,0,Control 2,Not Rejected Tyre
31247,-1.18,-1.8,-3.11,2.35,1.11,0,-1.69,-1.68,-0.78,31.5,63.079,31.118,63.119,100,0,47.125,0,29.41,29.39,27.97,27.5,184.32,0,0.85409,1.11538,0.663004,0,0,0,0,0,0,0,6.012,63.299,31.593,62.872,8309674255,3.81,1.37,14.05,14.85,26.41,17-04-2022,0,0,Control 2,Not Rejected Tyre
31250,-2.54,2.3,-2.08,1.57,1.06,0,-0.53,0.18,-0.12,37.892,69.39,37.438,69.379,0,0,44.619,0,29.22,29.27,27.89,27.67,186.18,0,0.856532,1.11538,0.664225,0,0,0,0,0,0,0,17.797,71.93,156.955,188.247,8309674072,7.36,-1.82,6.73,4.25,5.84,17-04-2022,0,0,Control 2,Not Rejected Tyre
31252,-1.53,-1.46,-0.69,2.01,3.28,0,-0.95,-0.54,-2.36,72.148,103.721,71.812,103.73,100,0,56.531,0,29.49,29.42,27.66,27.69,185.46,0,0.849817,1.116,0.663004,0,0,0,0,0,0,0,6.903,64.18,34.322,65.556,8309674241,5.83,-0.9,19.15,16.72,34.08,17-04-2022,0,0,Control 2,Not Rejected Tyre
31253,-1.87,2.78,-2.45,1.94,0.55,0,-0.32,-0.26,-0.27,29.147,60.756,28.798,60.73,0,0,45.002,0,29.58,29.56,27.91,27.51,185.74,0,0.851648,1.116,0.661783,0,0,0,0,0,0,0,5.997,63.156,29.74,60.994,8309674170,8.22,-3.21,12.01,11.42,22.59,17-04-2022,0,0,Control 2,Not Rejected Tyre
31256,-1.97,0.01,-2.55,0.3,-0.65,0,-1.16,1.31,-0.74,139.1,170.72,138.954,170.724,0,0,53.053,0,29.5,29.37,27.82,27.61,187.31,0,0.85409,1.10989,0.666667,0,0,0,0,0,0,0,125.395,179.628,5.293,37.18196,8309674151,8,-1.42,15.69,19.33,17.03,17-04-2022,0,0,Control 2,Not Rejected Tyre
31257,-3.06,-0.53,-2.39,2.47,0.54,0,-0.48,1.15,-0.05,15.352,472.21774,42.673,74.506,0,0,44.587,0,29.57,29.75,27.53,27.7,187.15,0,0.85348,1.11538,0.662393,0,0,0,0,0,0,0,6.761,60.989,29.361,60.664,8309674144,6.65,-1.69,15.93,20.84,32.33,17-04-2022,0,0,Control 2,Not Rejected Tyre
31258,-1.26,-1.39,-2.02,0.54,-0.03,0,-0.95,1.05,-0.28,30.595,62.183,30.266,62.213,0,0,44.682,0,29.58,29.55,27.7,27.6,187.05,0,0.851038,1.11538,0.662393,0,0,0,0,0,0,0,357.2384,430.21814,30.998,62.341,8309674146,6.38,-2.02,9.52,30.24,38.33,17-04-2022,0,0,Control 2,Not Rejected Tyre
31273,-1.83,-2.22,-2.4,1.26,2.24,0,0.1,0.46,-1.84,244.528,276.087,244.159,276.086,0,0,4.159,0,29.55,29.63,27.74,28.06,186.46,0,0.851038,1.11661,0.666667,0,0,0,0,0,0,0,40.469,94.675,30.765,62.057,8309674232,6.8,-0.65,8.07,5.58,13.07,17-04-2022,0,0,Control 2,Not Rejected Tyre
31259,-1.78,-0.44,-2.2,0.46,2.33,0,-0.69,-0.37,-1.42,219.962,251.495,219.502,251.515,0,0,225.23,0,29.64,29.58,27.82,27.54,185.63,0,0.857753,1.11538,0.664225,0,0,0,0,0,0,0,17.534,74.832,467.08154,512.76524,8309674206,5.83,2,16.76,12.59,28.06,17-04-2022,0,0,Control 2,Not Rejected Tyre
31262,-3.45,-4.6,-1.53,2.01,1.21,0,-0.63,-1.52,-0.4,35.667,67.24,36.414,68.415,0,0,61.907,0,29.56,29.61,27.94,28.12,184.48,0,0.85409,1.11538,0.663004,0,0,0,0,0,0,0,6.009,430.21814,5.001,311.052,8309674247,5.96,0.77,9.12,9.86,14.39,17-04-2022,0,0,Control 2,Not Rejected Tyre
31264,-1.62,-0.15,-2.83,2.36,1.27,0,-1.06,-2.28,-0.92,32.505,63.997,33.585,65.337,0,0,94.189,0,29.6,29.48,27.2166,27.42,183.72,0,0.856532,1.116,0.663004,0,0,0,0,0,0,0,6.024,63.223,79.909,111.221,8309674275,4.08,-0.09,13.95,23.16,35.69,17-04-2022,0,0,Control 2,Not Rejected Tyre
31265,-2.76,-1.21,-1.6,0.37,-0.79,0,0.36,-0.26,-0.72,29.1,60.736,28.839,60.749,0,0,30.723,0,29.41,29.65,27.89,27.43,185.74,0,0.849817,1.116,0.664225,0,0,0,0,0,0,0,14.351,70.901,49.88,81.211,8309674271,5.32,-1.59,8.65,21.88,16.97,17-04-2022,0,0,Control 2,Not Rejected Tyre
31266,-2.76,-1.21,-1.6,0.37,-0.79,0,0.36,-0.26,-0.72,29.1,60.736,28.839,60.749,0,0,30.723,0,29.41,29.65,27.89,27.43,185.74,0,0.849817,1.116,0.664225,0,0,0,0,0,0,0,14.351,70.901,49.88,81.211,8309674271,5.32,-1.59,8.65,21.88,16.97,17-04-2022,0,0,Control 2,Not Rejected Tyre
31268,-2.59,-2.13,-1.4,1.64,0.39,0,-1.15,1.75,-0.89,89.9,121.546,89.625,121.557,0,0,44.905,0,29.65,29.5,27.78,27.44,187.75,0,0.854701,1.116,0.659951,0,0,0,0,0,0,0,14.576,68.867,29.68,60.961,8309674162,7.64,-0.58,19.86,16.8,34.52,17-04-2022,0,0,Control 2,Not Rejected Tyre
31269,-2.21,-0.88,-0.57,1.61,1.81,0,-0.79,-0.37,-2.81,33.223,64.695,32.861,64.756,0,0,48.777,0,29.55,29.35,27.72,27.26,185.63,0,0.85409,1.116,0.666667,0,0,0,0,0,0,0,6.025,63.237,34.364,65.642,8309674240,4.02,0.92,14.2,17.92,15.59,17-04-2022,0,0,Control 2,Not Rejected Tyre
31271,-3.88,-2.64,-3.07,2.05,-0.17,0,-0.37,-0.26,-0.23,36.531,67.932,35.87,68.006,0,0,44.81,0,29.28,29.79,27.81,27.53,185.74,0,0.851648,1.116,0.662393,0,0,0,0,0,0,0,10.303,67.499,29.586,60.913,8309674266,6.98,1.52,10.45,26.08,15.87,17-04-2022,0,0,Control 2,Not Rejected Tyre
31261,-3.92,-2.83,-1.31,2.69,-0.61,0,-0.42,-2.56,-0.53,29.296,60.775,29.054,60.795,0,0,48.222,0,29.43,29.57,27.4,27.5,183.44,0,0.849206,1.11538,0.664225,0,0,0,0,0,0,0,6.023,72.027,29.479,60.752,8309674281,8.16,0.81,6.7,17.48,21.82,17-04-2022,0,0,Control 2,Not Rejected Tyre
31286,-3.88,1.74,-2.03,1.67,2.63,0,-0.79,0.07,-1.53,29.232,60.731,28.95,60.739,0,0,44.947,0,29.41,29.32,27.58,27.64,186.07,0,0.851648,1.116,0.667277,0,0,0,0,0,0,0,5.995,63.24,29.689,60.897,8309674292,7.4,1.39,14.3,12.91,27.2,17-04-2022,0,0,Control 2,Not Rejected Tyre
35667,-3.2,0.77,-3.57,2.46,3.28,0,0,0.89,1.21,25.498,57.114,26.018,58.182,100,0,44.854,0,29.35,29.43,27.79,27.69,186.89,0,0.854701,1.11661,0.660562,0,0,0,0,0,0,0,6.017,63.034,35.817,67.096,8309674049,6.18,0.98,40.85,37.6,78.45,17-04-2022,1,0,Control 2,Rejected Tyre
35394,-1.14,-1.61,-3.95,0.84,-0.1,0,-1.27,-0.37,0.26,29.073,60.563,28.783,60.591,0,0,44.677,0,29.45,29.69,27.28,27.41,185.63,0,0.851038,1.116,0.663004,0,0,0,0,0,0,0,43.745,100.808,29.585,60.86,8309649587,7.53,0.4,12.26,11.3,21.47,17-04-2022,0,1,Control 2,Rejected Tyre
30952,-4.16,0.81,-1.26,0.07,2.52,0,0,-0.37,-1.87,45.102,76.731,44.981,76.767,100,0,44.871,0,29.46,29.45,27.72,27.52,185.63,0,0.854701,1.11538,0.663004,0,0,0,0,0,0,0,95.303,154.036,12.949,44.254,8309674211,5.74,0.79,19.82,20.37,17.79,17-04-2022,0,0,Control 2,Not Rejected Tyre
30953,-1.96,-0.53,-3.53,0.54,0.8,0,-0.94,-2.94,-3.4434,52.312,83.993,50.492,82.494,0,0,58.831,0,29.49,29.46,27.9,27.81,183.06,0,0.856532,1.116,0.662393,0,0,0,0,0,0,0,23.879,78.097,61.017,92.248,8309674246,8.78,-1.85,19.65,16.34,35.93,17-04-2022,0,0,Control 2,Not Rejected Tyre
30954,-1.19,-0.97,-4.26,0.81,-1.25,0,-0.89,-1.2,-2.87,43.244,74.731,42.733,74.748,0,0,51.606,0,29.49,29.54,27.93,27.83,184.8,0,0.849206,1.11661,0.662393,0,0,0,0,0,0,0,20.625,74.961,36.568,67.783,8309674245,6.51,-1.42,5.44,33.54,37.97,17-04-2022,0,0,Control 2,Not Rejected Tyre
6390,-3.01,1.29,-1.53,1.44,1.53,0,-0.9,0.62,-0.3,49.616,81.293,49.469,81.276,0,0,65.114,0,29.62,29.63,27.83,27.57,186.62,0,0.851648,1.11661,0.663004,0,0,0,0,0,0,0,14.908,69.162,5.036,232.484,8309674150,4.12,0.18,13.82,10.56,16.2,17-04-2022,0,0,Control 2,Not Rejected Tyre
30988,1.48,0.89,-2.38,0.38,1.08,0,0.78,0.56,0.33,51.289,82.147,116.539,148.466,0,0,132.603,0,28.76,28.73,27.89,27.7,186.56,0,0.849206,1.10928,0.663004,0,0,0,0,0,0,0,23.967,78.221,107.224,138.558,8309674130,6.88,0.34,10.62,13.43,20.82,17-04-2022,0,0,Control 2,Not Rejected Tyre
30989,1.48,0.89,-2.38,0.38,1.08,0,0.78,0.56,0.33,51.289,82.147,116.539,148.466,0,0,132.603,0,28.76,28.73,27.89,27.7,186.56,0,0.849206,1.10928,0.663004,0,0,0,0,0,0,0,23.967,78.221,107.224,138.558,8309674130,6.88,0.34,10.62,13.43,20.82,17-04-2022,0,0,Control 2,Not Rejected Tyre
6391,1.51,0.38,-3.22,0.61,-0.06,0,-0.63,0.07,0.06,63.027,93.589,80.7,112.618,0,0,44.798,0,28.76,28.73,27.93,27.73,186.07,0,0.85409,1.10867,0.664225,0,0,0,0,0,0,0,26.119,82.573,81.478,112.773,8309674136,5.44,0.87,15.92,10.01,22.32,17-04-2022,0,0,Control 2,Not Rejected Tyre
36404,-3.06,0.89,-3.9,1.73,0.31,0,-1.32,1.43,-1.02,25.295,56.781,24.823,56.751,0,0,60.474,0,29.38,29.13,27.83,27.76,187.43,0,0.85348,1.116,0.662393,0,0,0,0,0,0,0,6.803,60.908,8.746,39.978,8309674038,6.07,2.87,20.79,44.38,63.8,17-04-2022,1,0,Control 2,Rejected Tyre
36407,-2.53,1.65,-2.59,0.03,1.48,0,-0.68,-1.46,-0.34,28.928,60.55,28.848,60.587,0,0,44.67,0,29.55,29.74,27.57,27.15,184.54,0,0.849817,1.11538,0.663004,0,0,0,0,0,0,0,24.67,81.847,29.672,60.967,8309649466,4.83,-5.21,7.2,10.56,16.99,17-04-2022,0,0,Control 2,Not Rejected Tyre
36466,0.35,-1.09,-3,0.9,-0.62,0,-2.27,1.1,-1.17,9.825,41.484,120.003,151.999,0,0,44.591,0,29.4,29.04,27.92,27.79,187.1,0,0.855922,1.11661,0.664225,0,0,0,0,0,0,0,6.773,60.825,141.726,172.908,8309649935,5.2,-8.18,6.85,29.8,25.01,17-04-2022,0,0,Control 2,Not Rejected Tyre
6392,-2.41,0.01,-1.1,2.93,0.98,0,-1.47,1.1,-0.81,29.056,60.58,28.688,60.587,0,0,53.449,0,29.46,29.56,28.02,27.75,187.1,0,0.849817,1.11172,0.661783,0,0,0,0,0,0,0,6.034,62.333,34.212,65.493,8309649979,7.46,2.34,16.19,25.44,37.94,17-04-2022,0,0,Control 2,Not Rejected Tyre
19314,-2.66,-2.88,-3.6,0.55,1.27,0,-0.68,-0.59,1.21,29.341,60.825,28.935,60.814,0,0,44.659,0,29.31,29.45,28.11,27.51,185.41,0,0.85348,1.11538,0.664225,0,0,0,0,0,0,0,5.999,63.087,29.308,60.654,8309649547,7.95,-0.85,30.6,5.62,36.18,17-04-2022,0,0,Control 2,Not Rejected Tyre
19313,-0.4,-0.05,-1.46,1.94,0.8,0,-2.69,1.26,-1.55,28.924,60.54,28.601,60.569,0,0,44.857,0,29.5,29.22,27.74,27.67,187.26,0,0.85348,1.11661,0.663004,0,0,0,0,0,0,0,6.041,62.309,25.673,56.91,8309649949,8.23,-2.78,5.83,24.18,19.89,17-04-2022,0,0,Control 2,Not Rejected Tyre
